downstream,upstream,gage
24356437,24356439,12375900
6960301,6960289,05466500
4547808,4547810,03186500
4594215,4594219,01137500
2602683,2602625,01539000
8330480,8330722,08029500
18693133,18693181,02430085
14836139,14836121,05556500
12186625,12186641,04045500
10606012,10605920,05444000
22683374,22684930,10263500
14267518,14267516,05056000
19138465,19138473,07290650
10294658,10294620,01170100
14733222,14733210,05399500
8920581,8920579,10310500
9745570,9745600,02143040
8942097,8941733,10336645
8673537,8672697,02074500
24241687,24241689,14222500
18105240,18105232,02479155
4867203,4867221,05508805
9752546,9752480,02140991
6084639,6084505,01144000
166174245,6731203,01078000
14597039,14597075,10242000
9533695,9533087,08023080
8364342,8364320,06847900
6163115,6162583,01121000
24356263,24356265,12377150
20986743,20987715,07151500
788956,789208,02369800
7026409,7027277,05062500
23970771,23970773,12147600
2376959,2377281,02371500
4529677,4529107,01658500
1493958,1493956,08066300
4188005,4187713,01451800
8287574,8287584,11475560
23736069,23737297,14138800
23786017,23786019,14185900
22957045,22957049,12358500
10207781,10207857,03340800
1319346,1320264,09065500
24537994,24537996,12115000
3505807,3506561,10205030
20439860,20440676,09510200
16213240,16213248,06350000
1319492,1319560,09066000
9027877,9027875,04074950
1399000,1399324,09378630
10634089,10634105,08194200
16877262,16877194,02299950
21464256,21457950,02427250
23850453,23850487,12020000
1748745,1748611,01414500
8209965,8209947,11148900
1215111,1215135,10234500
7571985,7572703,07071500
22290177,22290373,01333000
4573819,4573939,01139800
9370976,9370962,06479438
23184751,23184753,13083000
7842829,7842825,08164000
1638575,1638557,08176900
23719651,23719653,14092750
8522117,8522115,02016000
4352686,4352688,03050000
11049784,11049744,03049800
9349291,9349285,08164600
21195266,21195628,07142300
19489966,19490270,03463300
8440247,8440227,01634500
4369874,4369872,06191500
11049274,11049880,03049000
916533,916529,07083000
23436991,23436993,13331500
3773675,3773681,03070500
23780481,23780483,14182500
16000368,16000378,06614800
9343747,9343363,01162500
1319236,1319224,09066300
8759151,8759217,02081500
13324644,13324594,05413500
15569747,15569391,04216418
8422706,8422736,01605500
1239421,1239673,09034900
11688556,11688536,01586610
3746098,3746096,07340300
12770867,12770875,06289000
16949660,16949514,02312200
15380059,15380169,03144000
487958,487474,03280700
933140016,2411248,02374500
23736431,23736433,14138870
272607,272589,04057510
5290223,5289459,08189500
11907450,11907272,01591400
6892186,6892192,03161000
7388007,7388051,06921070
16806507,16806475,02296500
1318986,1318968,394220106431500
12194350,12193274,02384540
23901145,23901147,14309500
10115408,10117754,06911900
20573331,20572245,09386900
13313347,13312489,05412500
19158244,19158238,06814000
8623691,8627131,02055100
24158503,24158505,13235000
9234691,9233605,02118500
12036605,12036579,02149000
23844953,23844955,12040500
4995867,4995875,05488200
10339194,10337448,03346000
1520241,1520009,08070000
23901307,23903427,14308990
166743977,166743978,02315500
1799885,1799897,04024430
6887560,6887562,03164000
11730052,11730036,02196000
2705485,2705443,11478500
2188061,2189531,02361000
12901000,12899984,06221400
23949599,23949601,14400000
23894204,23894572,14316700
23073997,23073999,12451000
8127533,8127529,01543000
20059876,20060156,07208500
400816,400822,07196900
1978654,1978648,02324400
9745076,9745122,02143000
8258809,8261865,11522500
6873553,6874093,03026500
10645809,10645755,08195000
24249032,24249034,14236200
504706,504810,03281100
505374,503758,03281500
13771078,13771092,05591550
21861200,21861216,06353000
21327961,21327929,09447800
11817455,11818755,07056000
21539230,21539242,06332515
22151387,22151385,03460000
17405835,17405547,06803510
23876159,23876161,14303200
1813283,1815879,04027000
14156822,14156770,05123400
13872672,13873068,05593575
15983511,15983485,06622700
8700875,8700913,02077200
17826718,17826714,08324000
10819236,10818086,10173450
23970287,23970289,12143600
24537922,24537936,12117000
24373012,24373072,12411000
9049609,9049227,03021350
8522503,8522521,02018000
22592027,22593497,10258000
22592143,22593537,10258500
165912326,5542204,08082700
8548821,8549853,02027500
23989201,23989203,12073500
12570206,12570210,06468170
11834170,11834110,07060710
19110782,19115892,07291000
6712535,6716129,01054200
8467197,8467225,01667500
18075848,18075804,02481510
15513296,15514388,04256000
8524487,8524489,02014000
3808327,3808365,03078000
14365506,14365490,01594950
10645757,10644541,08196000
8626867,8626923,02056900
15893894,15893872,09484000
21954826,21956120,07362100
20415896,20415812,09513780
19506226,19504798,03604000
8134946,8134880,01545600
12232336,12231464,04115265
8468565,8468561,01666500
16233377,16233369,06344600
2507373,2507315,05514500
12576066,12576056,06468250
8152831,8152817,01550000
15984777,15984809,06623800
2210148,2210130,02363000
23551582,23551728,13313000
1275886,1275868,08050800
10294790,10294784,01169000
6497222,6497288,02395120
8284784,8284190,11476600
20435308,20435246,09505800
2927219,2925461,05501000
3646108,3646124,06889500
15894414,15894416,09484600
13454034,13454042,05525500
8973360,8974366,03011800
19743826,19743440,03479000
8315833,8315835,11481200
6096301,6096297,01181000
14396296,14396284,06406000
17356977,17356815,06784000
12788120,12788122,06280300
5570383,5570395,08109700
13698839,13698835,08079600
8746119,8745825,02053200
15907989,15907963,09480000
18227503,18227489,02464146
10654655,10654651,08200000
11959342,11959336,04057800
4710634,4710690,01568000
22000720,22000698,07359610
14172507,14172505,05120500
3855285,3855291,06043500
19017107,19017621,06853800
4499256,4492036,01466500
1520079,1520083,08070200
3060252,3059764,06037500
5801078,5802762,05495000
19439919,19439931,03159540
8440991,8440993,01632900
20920711,20920725,07180500
18454647,18454477,03364500
3775989,3775993,03069500
8718809,8719481,02046000
10786414,10786426,10316500
23970269,23970271,12144000
22162042,22161670,03450000
22226810,22226834,11532500
3643704,3643736,06888500
2821816,2827982,11274630
1997546,1997544,02314500
19104903,19104913,07295000
14268912,14269180,05057000
5769819,5770545,08150800
8457990,8457352,01669520
23551256,23551258,13310700
10977039,10976547,02092500
20177979,20178105,06450500
11015951,11014543,02231342
4153230,4153164,01440400
8139752,8139414,01547700
2430758,2430698,09430500
12120376,12121104,04124000
17611573,17611425,11124500
5054201,5053353,07014500
8077598,8077000,01484100
22152611,22152669,03455500
1319264,1320244,09066200
23914565,23914693,14325000
11136380,11137442,10329500
24264761,24264763,12189500
7846067,7846049,08164300
8741019,8741067,02051500
17399475,17399459,06803530
3247614,3247466,01350000
5587882,5587890,08103900
23719313,23719315,14096850
22035193,22035185,02415000
23735989,23735991,14141500
20488072,20488504,09492400
7069741,7069225,05087500
1017863,1017865,07346045
7651759,7651043,07057500
7139936,7140308,05129115
3729091,3729049,06892000
2806777,2806827,11176400
23864402,23866024,12010000
24357003,24357697,12374250
3808413,3808825,03076600
9978337,9978373,02198100
1623227,1623205,08175000
22514800,22514776,11098000
18841314,18841318,06879650
15662066,15662050,04185000
23980477,23980479,12092000
8465329,8465429,01664000
17533791,17533503,06409000
13803636,13803642,05585000
8675135,8675163,02069700
8625791,8627301,02059500
23997386,23997388,12048000
8134648,8134642,01544500
10116938,10116720,06910800
12981415,12981697,05362000
13869102,13869098,05592575
8895542,8895436,02096846
13660337,13660393,07315200
23597189,23598397,13338500
11468876,11468866,06470800
9436439,9436433,01411300
3586214,3585678,08165300
16247337,16247353,06339500
23123207,23123209,13011900
19112974,19112976,07292500
1057297,1057333,02221525
5909185,5909157,01620500
5525977,5525073,08086290
5845078,5845058,01073000
19621434,19621426,03574500
23856725,23856727,12035000
22440714,22440682,09497980
10365710,10365698,02327100
19751209,19752335,03471500
23286987,23286989,13161500
20091016,20090368,07376000
4573975,4573927,01139000
5670913,5670915,08104900
2805077,2804901,11180960
942110019,7872253,08190000
8524283,8525587,02013000
22440648,22440680,09497800
1333580,1333022,09107000
16662827,16662867,02245500
17863000,17863416,08267500
1631031,1631025,08171300
8005997,8005975,11451100
17078423,17078425,11284400
21639650,21640642,02469800
18227153,18227091,02464000
2430544,2430436,09430600
22846169,22846153,07263295
20814506,20815180,08378500
8203187,8203185,11151300
3322000,3321976,01047000
11673184,11673186,06453600
8401381,8401785,01485500
20815192,20814626,08380500
11868290,11868270,03384450
724684,724696,01013500
13756263,13756121,07301500
8612083,8611825,02038850
24422911,24422913,12488500
21677018,21677792,02422500
6289477,6289497,02193340
8648280,8648242,02065500
23935977,23935979,14362250
8441035,8441037,01632000
4571719,4570675,01134500
15078400,15078194,08014500
22130213,22130235,03498500
8112299,8112305,01516500
8849829,8849823,02102908
8544833,8544825,02028500
24537970,24538136,12115500
10396901,10396937,10172700
7524427,7524421,07067000
15968453,15968457,06632400
1827300,1827324,03285000
4869695,4868923,05507600
18227465,18227429,02464360
10695801,10696957,10249300
10525953,10525949,02108000
6859808,6859796,04059500
15400174,15400160,03140000
8673171,8673051,02070000
1314057,1314083,09047700
4546478,4547840,03187500
20454582,20453920,09505200
12664628,12664836,06477500
24385053,24384941,12447390
10833752,10833720,08178880
8971062,8971074,03010655
23980613,23980763,12095000
6478767,6478845,02381600
23886370,23887082,14306340
14396122,14396112,06404000
9944150,9944858,02202600
18106868,18107248,02479300
1487590,1487570,08066200
16811859,16812465,02297155
7387709,7388709,06921200
18880764,18880716,06878000
10996215,10997161,02235200
6873861,6873741,03028000
6710025,6709985,01055000
21517040,21516066,07167500
4084458,4084450,05291000
23871877,23871899,14301000
7371499,7371545,06919500
21609627,21609641,11266500
8127607,8127609,01543500
22253907,22252001,05487980
3930874,3930876,03241500
12804154,12804142,06278300
9841444,9841456,04213075
14364090,14364088,01596500
23785791,23785793,14185000
13740009,13740041,07299670
3240407,3240437,09306242
23970777,23970779,12147500
12068316,8019544,11381500
10395697,10395905,10172800
5640212,5640210,05503800
3645672,3645650,06889200
7523291,7523283,07068000
8420976,8423278,01606500
23864614,23864616,12013500
10327559,10327201,10166430
12103728,12103826,03180500
23773369,23773371,14158500
6269358,6269344,02177000
435122,435136,03213700
18070114,18070088,02481000
5524989,5525607,08086212
6177568,6177556,01195100
4153184,4153168,01439500
16248121,16247217,06339100
8975276,8975234,03015500
22592111,22592131,10259000
8151187,8152257,01552000
7374533,7374577,06918460
8315605,8315611,11482500
6884216,6884304,03170000
20814414,20815146,08377900
12222394,12222392,04056500
5124322,5123194,06903400
13753663,13753665,07301410
23970361,23970363,12141300
14883275,14883257,11224500
